Uppsala (Östra Svartbäcken-Bärby hage),5
Enköping (Bergvreten-Gånsta-Åkersberg),4
Enköping (Bredsand-Haga),5
Enköping (Enköping centrum-Sankt Ilian),3
Enköping (Fanna-Korsängen-Älvdansen),3
Enköping (Fjärdhundra),4
Enköping (Galgvreten-Västerleden),2
Enköping (Lagunda),4
Enköping (Munksundet-Gröngarn),4
Enköping (Romberga),1
Enköping (Trögd),4
Enköping (Åsunda),4
Östhammar (Alunda),4
Östhammar (Alunda omland),4
Östhammar (Gimo),3
Östhammar (Gimo omland),4
Östhammar (Öregrund),4
Östhammar (Öregrund omland),4
Östhammar (Österbybruk),3
Östhammar (Österbybruk omland),4
Östhammar (Östhammar),4
Östhammar (Östhammar omland),4
Vingåker (Baggetorp-Marmorbyn),4
Vingåker (Högsjö-Södra landsbygden),3
Vingåker (Läppe-Österåker),4
Vingåker (Vannala),4
Vingåker (Vingåkers norra tätort),3
Vingåker (Vingåkers södra tätort),1
Gnesta (Gnesta norra),4
Gnesta (Gnesta södra),4
Gnesta (Gnesta västra),2
Gnesta (Laxne-Gåsinge-Dillnäs),4
Gnesta (Stjärnhov-Björnlunda-Hållsta),4
Nyköping (Arnö),4
Nyköping (Bergshammar-Tuna),4
Nyköping (Brandholmen-Rosenkälla),4
Nyköping (Brandkärr),1
Nyköping (Bryngelstorp-Tjuvholmen),4
Nyköping (Harg-Oxbacken),4
Nyköping (Hållet-Blommenhov),4
Nyköping (Högbrunn-Idbäcken),4
Nyköping (Lunda-Kila),4
Nyköping (Nyköping väster-Spelhagen),4
Nyköping (Nyköping öster-Fågelbo),3
Nyköping (Oppeby),3
Nyköping (Runtuna-Ludgo),4
Nyköping (Stenkulla-Malmbryggshagen),3
Nyköping (Stigtomta),4
Nyköping (Svärta),4
Nyköping (Tunaberg),4
Nyköping (Tystberga-Lästringe),4
Nyköping (Vrena-Råby),4
Nyköping (Östra Villastaden-Isaksdal-Ekensberg),3
Oxelösund (Oxelösund norra),3
Oxelösund (Oxelösund norra omland),4
Oxelösund (Oxelösund södra omland),4
Oxelösund (Oxelösund västra),4
Oxelösund (Oxelösund östra),2
Flen (Flens landsbygd norra),4
Flen (Flens landsbygd södra),4
Flen (Flens landsbygd östra),3
Flen (Flensby-Bjurtorp-Öja),3
Flen (Hälleforsnäs),2
Flen (Malmköping),2
Flen (Mellösa-Orrhammar),4
Flen (Nybble-Centrum nordväst),2
Flen (Orrö-Brogetorp-Centrum nordost),3
Flen (Salsta-Centrum södra),1
Katrineholm (Forssjö-Björkvik),4
Katrineholm (Gersnäs-Lövåsen),2
Katrineholm (Julita-Bie),4
Katrineholm (Katrineholm centrum-Kerstinboda),2
Katrineholm (Katrineholm norra),1
Katrineholm (Katrineholm östra),2
Katrineholm (Nyhem-Nävertorp),1
Katrineholm (Oppunda-Laggarhult),4
Katrineholm (Strandsvägsområdet-Skogsborg),3
Katrineholm (Valla-Sköldinge-Floda),3
Katrineholm (Värmbol-Duveholm),4
Eskilstuna (Alberga-Lista),4
Eskilstuna (Eskilstuna centrum),3
Eskilstuna (Eskilstuna söder),3
Eskilstuna (Eskilstuna öster),3
Eskilstuna (Fröslunda-Vilsta),1
Eskilstuna (Gredby-Lundby-Brottsta-Flacksta),4
Eskilstuna (Göksten-Krusgården-Edvardslund-Glömsta),3
Eskilstuna (Hållsta-Bälgviken),4
Eskilstuna (Hällbybrunn-Folkesta),4
Eskilstuna (Kvicksund-Tumbo),5
Eskilstuna (Lagersberg-Råbergstorp),1
Eskilstuna (Mesta-Borsökna),4
Eskilstuna (Munktellstaden-Norr-Gamla staden),3
Eskilstuna (Myrtorp-Västermalm-Brunnsbacken),1
Eskilstuna (Nyfors centrum-Väster),1
Eskilstuna (Röksta-Eskilshem-Balsta),3
Eskilstuna (Skiftinge-Djursta),1
Eskilstuna (Skiftinge-Ärsta-Sal),1
Eskilstuna (Skogstorp),5
Eskilstuna (Skogsängen-Viptorp),1
Eskilstuna (Snopptorp),3
Eskilstuna (Solvik-Mälarbaden-Torshälla centrum),4
Eskilstuna (Stenby),4
Eskilstuna (Sundbyholm-Kjula-Barva),4
Eskilstuna (Trumtorp-Odlaren-Hagnestahill),4
Eskilstuna (Valhalla-Slagsta),4
Eskilstuna (Västra Nyfors),2
Eskilstuna (Årby-Vallby),1
Eskilstuna (Ärla-Hällberga),4
Eskilstuna (Östra Nyfors),3
Strängnäs (Mariefred),4
Strängnäs (Mariefred norra),4
Strängnäs (Mariefreds södraomland),4
Strängnäs (Stallarholmen),4
Strängnäs (Strängnäs centrala),4
Strängnäs (Strängnäs mälaröar),4
Strängnäs (Strängnäs norra),3
Strängnäs (Strängnäs omland),4
Strängnäs (Strängnäs Stadsskogen),2
Strängnäs (Strängnäs södra),4
Strängnäs (Strängnäs västra),3
Strängnäs (Åkers styckebruk),3
Trosa (Sund-Lövsta-Åda norra),4
Trosa (Trosa västra),4
Trosa (Trosa östra),4
Trosa (Vagnhärad norra),3
Trosa (Vagnhärad södra),4
Trosa (Västerljung),4
Ödeshög (Hästholmen-Slätten-Skogsbygden),4
Ödeshög (Ödeshög),3
